"PASSENGERS","DISTANCE","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_CITY_NAME","DEST_AIRPORT_ID","DEST","DEST_CITY_NAME","YEAR","MONTH",
429.00,7248.00,"CA","Air China",15113,"SZX","Shenzhen, China",12892,"LAX","Los Angeles, CA",2021,6,
429.00,1693.00,"B6","JetBlue Airways",13180,"MBJ","Montego Bay, Jamaica",10721,"BOS","Boston, MA",2021,4,
430.00,6964.00,"MF","Xiamen Airlines Co., Ltd.",15917,"XMN","Xiamen, China",12892,"LAX","Los Angeles, CA",2021,1,
430.00,1552.00,"AV","Aerovias Nacl De Colombia",13303,"MIA","Miami, FL",11052,"CLO","Cali, Colombia",2021,5,
430.00,2308.00,"WS","Westjet",13204,"MCO","Orlando, FL",16257,"YYC","Calgary, Canada",2021,1,
430.00,7937.00,"BR","Eva Airways Corporation",12266,"IAH","Houston, TX",15306,"TPE","Taipei, Taiwan",2021,4,
430.00,4153.00,"UA","United Air Lines Inc.",10920,"CDG","Paris, France",13930,"ORD","Chicago, IL",2021,5,
430.00,1434.00,"VB","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",11032,"CUN","Cancun, Mexico",11042,"CLE","Cleveland, OH",2021,6,
430.00,5124.00,"JL","Japan Air Lines Co. Ltd.",14771,"SFO","San Francisco, CA",13744,"NRT","Tokyo, Japan",2021,3,
431.00,96.00,"9K","Cape Air",11519,"EIS","Road Town, British Virgin Islands",14843,"SJU","San Juan, PR",2021,5,
431.00,1327.00,"WN","Southwest Airlines Co.",11066,"CMH","Columbus, OH",11032,"CUN","Cancun, Mexico",2021,4,
431.00,96.00,"3M","Silver Airways",11519,"EIS","Road Town, British Virgin Islands",14843,"SJU","San Juan, PR",2021,3,
431.00,952.00,"YV","Mesa Airlines Inc.",10148,"ACA","Acapulco, Mexico",12266,"IAH","Houston, TX",2021,2,
431.00,4745.00,"DL","Delta Air Lines Inc.",11988,"GRU","Sao Paulo, Brazil",12478,"JFK","New York, NY",2021,4,
432.00,182.00,"3M","Silver Airways",11697,"FLL","Fort Lauderdale, FL",13605,"NAS","Nassau, The Bahamas",2021,4,
432.00,1662.00,"AA","American Airlines Inc.",14153,"PLS","Providenciales, Turks and Caicos Islands",13930,"ORD","Chicago, IL",2021,1,
432.00,6744.00,"JL","Japan Air Lines Co. Ltd.",13744,"NRT","Tokyo, Japan",12478,"JFK","New York, NY",2021,1,
432.00,6731.00,"UA","United Air Lines Inc.",11618,"EWR","Newark, NJ",13744,"NRT","Tokyo, Japan",2021,4,
432.00,2029.00,"AA","American Airlines Inc.",11057,"CLT","Charlotte, NC",10575,"BGI","Barbados/Bridgetown, Barbados",2021,6,
432.00,3193.00,"UA","United Air Lines Inc.",11618,"EWR","Newark, NJ",11435,"DUB","Dublin, Ireland",2021,2,
433.00,1719.00,"AA","American Airlines Inc.",11057,"CLT","Charlotte, NC",12990,"LIR","Liberia, Costa Rica",2021,2,
433.00,578.00,"MQ","Envoy Air",13303,"MIA","Miami, FL",14153,"PLS","Providenciales, Turks and Caicos Islands",2021,6,
433.00,4120.00,"UA","United Air Lines Inc.",13930,"ORD","Chicago, IL",10292,"AMS","Amsterdam, Netherlands",2021,5,
433.00,6731.00,"UA","United Air Lines Inc.",13744,"NRT","Tokyo, Japan",11618,"EWR","Newark, NJ",2021,3,
433.00,3592.00,"TP","Tap-Portuguese Airlines",12991,"LIS","Lisbon, Portugal",12264,"IAD","Washington, DC",2021,5,
433.00,3273.00,"AA","American Airlines Inc.",11435,"DUB","Dublin, Ireland",14100,"PHL","Philadelphia, PA",2021,4,
434.00,1939.00,"SY","Sun Country Airlines d/b/a MN Airlines",16304,"ZIH","Ixtapa/Zihuatanejo, Mexico",13487,"MSP","Minneapolis, MN",2021,2,
434.00,578.00,"MQ","Envoy Air",14153,"PLS","Providenciales, Turks and Caicos Islands",13303,"MIA","Miami, FL",2021,6,
434.00,4745.00,"DL","Delta Air Lines Inc.",12478,"JFK","New York, NY",11988,"GRU","Sao Paulo, Brazil",2021,3,
434.00,5614.00,"AA","American Airlines Inc.",11651,"FCO","Rome, Italy",11298,"DFW","Dallas/Fort Worth, TX",2021,5,
435.00,1133.00,"DL","Delta Air Lines Inc.",11032,"CUN","Cancun, Mexico",14492,"RDU","Raleigh/Durham, NC",2021,2,
435.00,1235.00,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX","Alexandria, LA",15192,"TGU","Tegucigalpa, Honduras",2021,3,
435.00,936.00,"YV","Mesa Airlines Inc.",12266,"IAH","Houston, TX",16304,"ZIH","Ixtapa/Zihuatanejo, Mexico",2021,1,
435.00,2190.00,"AA","American Airlines Inc.",12990,"LIR","Liberia, Costa Rica",12478,"JFK","New York, NY",2021,3,
435.00,1752.00,"WS","Westjet",16257,"YYC","Calgary, Canada",10185,"AEX","Alexandria, LA",2021,2,
436.00,7844.00,"EK","Emirates",11455,"DXB","Dubai, United Arab Emirates",13303,"MIA","Miami, FL",2021,7,
436.00,1281.00,"Y4","Concesionaria Vuela Compania De Aviacion SA de CV (Volaris)",13252,"MEX","Mexico City, Mexico",13204,"MCO","Orlando, FL",2021,2,
436.00,6701.00,"JL","Japan Air Lines Co. Ltd.",13744,"NRT","Tokyo, Japan",10721,"BOS","Boston, MA",2021,3,
436.00,2204.00,"B6","JetBlue Airways",12478,"JFK","New York, NY",14838,"SJO","San Jose, Costa Rica",2021,1,
436.00,1835.00,"VB","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",11193,"CVG","Cincinnati, OH",14832,"SJD","San Jose del Cabo, Mexico",2021,7,
436.00,2029.00,"AA","American Airlines Inc.",10575,"BGI","Barbados/Bridgetown, Barbados",11057,"CLT","Charlotte, NC",2021,6,
436.00,2626.00,"NK","Spirit Air Lines",11697,"FLL","Fort Lauderdale, FL",12986,"LIM","Lima, Peru",2021,3,
436.00,5368.00,"BA","British Airways Plc",14771,"SFO","San Francisco, CA",12972,"LHR","London, United Kingdom",2021,2,
436.00,784.00,"AA","American Airlines Inc.",14100,"PHL","Philadelphia, PA",10521,"BDA","Hamilton, Bermuda",2021,7,
437.00,2287.00,"UA","United Air Lines Inc.",11618,"EWR","Newark, NJ",14312,"PVR","Puerto Vallarta, Mexico",2021,5,
437.00,1434.00,"UA","United Air Lines Inc.",11042,"CLE","Cleveland, OH",11032,"CUN","Cancun, Mexico",2021,1,
437.00,579.00,"B6","JetBlue Airways",11697,"FLL","Fort Lauderdale, FL",14153,"PLS","Providenciales, Turks and Caicos Islands",2021,2,
437.00,6274.00,"JL","Japan Air Lines Co. Ltd.",13744,"NRT","Tokyo, Japan",13930,"ORD","Chicago, IL",2021,3,
437.00,1662.00,"UA","United Air Lines Inc.",13930,"ORD","Chicago, IL",14153,"PLS","Providenciales, Turks and Caicos Islands",2021,3,
438.00,1315.00,"OO","SkyWest Airlines Inc.",13514,"MTY","Monterrey, Mexico",13930,"ORD","Chicago, IL",2021,2,
438.00,3995.00,"AA","American Airlines Inc.",13560,"MXP","Milan, Italy",12478,"JFK","New York, NY",2021,4,
439.00,802.00,"WN","Southwest Airlines Co.",14679,"SAN","San Diego, CA",14832,"SJD","San Jose del Cabo, Mexico",2021,3,
439.00,7137.00,"DL","Delta Air Lines Inc.",14309,"PVG","Shanghai, China",11433,"DTW","Detroit, MI",2021,7,
439.00,1669.00,"SY","Sun Country Airlines d/b/a MN Airlines",13594,"MZT","Mazatlan, Mexico",13487,"MSP","Minneapolis, MN",2021,4,
439.00,2298.00,"S4","Sata Internacional",10721,"BOS","Boston, MA",15174,"TER","Lajes, Portugal",2021,6,
439.00,2086.00,"B6","JetBlue Airways",12478,"JFK","New York, NY",10575,"BGI","Barbados/Bridgetown, Barbados",2021,3,
440.00,1969.00,"PY","Surinam Airways Limited",11888,"GEO","Georgetown, Guyana",13303,"MIA","Miami, FL",2021,6,
440.00,5217.00,"KE","Korean Air Lines Co. Ltd.",14747,"SEA","Seattle, WA",12277,"ICN","Seoul, South Korea",2021,4,
440.00,781.00,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13061,"LRD","Laredo, TX",15632,"VSA","Villahermosa, Mexico",2021,4,
440.00,2287.00,"UA","United Air Lines Inc.",14312,"PVR","Puerto Vallarta, Mexico",11618,"EWR","Newark, NJ",2021,1,
440.00,1303.00,"B6","JetBlue Airways",12478,"JFK","New York, NY",14153,"PLS","Providenciales, Turks and Caicos Islands",2021,2,
441.00,6339.00,"HY","Uzbekistan Airways",15130,"TAS","Tashkent, Uzbekistan",12478,"JFK","New York, NY",2021,1,
441.00,2626.00,"AA","American Airlines Inc.",11298,"DFW","Dallas/Fort Worth, TX",15513,"UVF","St. Lucia, Saint Lucia",2021,6,
441.00,3320.00,"CM","Compania Panamena (Copa)",14771,"SFO","San Francisco, CA",14286,"PTY","Panama City, Panama",2021,2,
441.00,8440.00,"SQ","Singapore Airlines Ltd.",14771,"SFO","San Francisco, CA",14824,"SIN","Singapore, Singapore",2021,5,
441.00,652.00,"OO","SkyWest Airlines Inc.",14107,"PHX","Phoenix, AZ",12886,"LAP","La Paz, Mexico",2021,3,
442.00,96.00,"3M","Silver Airways",14843,"SJU","San Juan, PR",11519,"EIS","Road Town, British Virgin Islands",2021,7,
442.00,4800.00,"BA","British Airways Plc",14747,"SEA","Seattle, WA",12972,"LHR","London, United Kingdom",2021,4,
442.00,1807.00,"DL","Delta Air Lines Inc.",10397,"ATL","Atlanta, GA",10312,"ANU","St. Johns, Antigua and Barbuda",2021,4,
442.00,3193.00,"UA","United Air Lines Inc.",11435,"DUB","Dublin, Ireland",11618,"EWR","Newark, NJ",2021,4,
442.00,1003.00,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,"ELP","El Paso, TX",14022,"PBC","Puebla, Mexico",2021,1,
442.00,2993.00,"EI","Aer Lingus Plc",10721,"BOS","Boston, MA",11435,"DUB","Dublin, Ireland",2021,3,
443.00,1188.00,"WS","Westjet",16271,"YYZ","Toronto, Canada",14635,"RSW","Fort Myers, FL",2021,3,
443.00,2627.00,"UA","United Air Lines Inc.",12892,"LAX","Los Angeles, CA",12990,"LIR","Liberia, Costa Rica",2021,4,
443.00,1030.00,"YX","Republic Airline",14100,"PHL","Philadelphia, PA",13605,"NAS","Nassau, The Bahamas",2021,2,
443.00,308.00,"3M","Silver Airways",14843,"SJU","San Juan, PR",15013,"STI","Santiago, Dominican Republic",2021,2,
443.00,2099.00,"B6","JetBlue Airways",11618,"EWR","Newark, NJ",10575,"BGI","Barbados/Bridgetown, Barbados",2021,7,
443.00,2946.00,"UA","United Air Lines Inc.",14771,"SFO","San Francisco, CA",12990,"LIR","Liberia, Costa Rica",2021,3,
444.00,1524.00,"AS","Alaska Airlines Inc.",14312,"PVR","Puerto Vallarta, Mexico",14831,"SJC","San Jose, CA",2021,1,
444.00,4834.00,"BA","British Airways Plc",12972,"LHR","London, United Kingdom",12266,"IAH","Houston, TX",2021,3,
444.00,1535.00,"AA","American Airlines Inc.",11950,"GND","Grenada, Grenada",13303,"MIA","Miami, FL",2021,3,
444.00,1124.00,"MQ","Envoy Air",10148,"ACA","Acapulco, Mexico",11298,"DFW","Dallas/Fort Worth, TX",2021,3,
444.00,1784.00,"AA","American Airlines Inc.",11057,"CLT","Charlotte, NC",14312,"PVR","Puerto Vallarta, Mexico",2021,6,
444.00,6841.00,"KE","Korean Air Lines Co. Ltd.",11298,"DFW","Dallas/Fort Worth, TX",12277,"ICN","Seoul, South Korea",2021,4,
444.00,4948.00,"AA","American Airlines Inc.",10920,"CDG","Paris, France",11298,"DFW","Dallas/Fort Worth, TX",2021,4,
444.00,2324.00,"CM","Compania Panamena (Copa)",13930,"ORD","Chicago, IL",14286,"PTY","Panama City, Panama",2021,2,
445.00,952.00,"YV","Mesa Airlines Inc.",12266,"IAH","Houston, TX",10148,"ACA","Acapulco, Mexico",2021,2,
445.00,5217.00,"OZ","Asiana Airlines Inc.",12277,"ICN","Seoul, South Korea",14747,"SEA","Seattle, WA",2021,2,
445.00,1434.00,"F9","Frontier Airlines Inc.",11042,"CLE","Cleveland, OH",11032,"CUN","Cancun, Mexico",2021,2,
445.00,2213.00,"UA","United Air Lines Inc.",14838,"SJO","San Jose, Costa Rica",13930,"ORD","Chicago, IL",2021,1,
445.00,5282.00,"AR","Aerolineas Argentinas",11625,"EZE","Ezeiza, Argentina",12478,"JFK","New York, NY",2021,7,
445.00,1597.00,"UA","United Air Lines Inc.",12016,"GUM","Guam, TT",13408,"MNL","Manila, Philippines",2021,2,
445.00,5160.00,"JL","Japan Air Lines Co. Ltd.",12169,"HND","Tokyo, Japan",14771,"SFO","San Francisco, CA",2021,6,
445.00,6469.00,"BR","Eva Airways Corporation",14771,"SFO","San Francisco, CA",15306,"TPE","Taipei, Taiwan",2021,2,
445.00,1271.00,"AA","American Airlines Inc.",13303,"MIA","Miami, FL",14849,"SKB","St. Kitts, Saint Kitts and Nevis",2021,2,
445.00,1287.00,"F9","Frontier Airlines Inc.",12339,"IND","Indianapolis, IN",11032,"CUN","Cancun, Mexico",2021,4,
446.00,1479.00,"UA","United Air Lines Inc.",11244,"CZM","Cozumel, Mexico",13930,"ORD","Chicago, IL",2021,3,
446.00,1553.00,"VB","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",13252,"MEX","Mexico City, Mexico",12892,"LAX","Los Angeles, CA",2021,1,
446.00,1518.00,"Y4","Concesionaria Vuela Compania De Aviacion SA de CV (Volaris)",14831,"SJC","San Jose, CA",16293,"ZCL","Zacatecas, Mexico",2021,4,
446.00,1835.00,"VB","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",11193,"CVG","Cincinnati, OH",14832,"SJD","San Jose del Cabo, Mexico",2021,6,
446.00,552.00,"YV","Mesa Airlines Inc.",15125,"TAM","Tampico, Mexico",12266,"IAH","Houston, TX",2021,2,
446.00,96.00,"3M","Silver Airways",14843,"SJU","San Juan, PR",11519,"EIS","Road Town, British Virgin Islands",2021,5,
446.00,4271.00,"SK","Scandinavian Airlines Sys.",13930,"ORD","Chicago, IL",11118,"CPH","Copenhagen, Denmark",2021,4,
447.00,2032.00,"AA","American Airlines Inc.",14293,"PUJ","Punta Cana, Dominican Republic",11298,"DFW","Dallas/Fort Worth, TX",2021,2,
447.00,6841.00,"KE","Korean Air Lines Co. Ltd.",12277,"ICN","Seoul, South Korea",11298,"DFW","Dallas/Fort Worth, TX",2021,2,
447.00,1366.00,"Y4","Concesionaria Vuela Compania De Aviacion SA de CV (Volaris)",12892,"LAX","Los Angeles, CA",10638,"BJX","Leon/Guanajuato, Mexico",2021,2,
447.00,1764.00,"SY","Sun Country Airlines d/b/a MN Airlines",13487,"MSP","Minneapolis, MN",14832,"SJD","San Jose del Cabo, Mexico",2021,1,
447.00,5217.00,"OZ","Asiana Airlines Inc.",14747,"SEA","Seattle, WA",12277,"ICN","Seoul, South Korea",2021,2,
447.00,763.00,"VB","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",13252,"MEX","Mexico City, Mexico",12266,"IAH","Houston, TX",2021,2,
447.00,2339.00,"AA","American Airlines Inc.",11298,"DFW","Dallas/Fort Worth, TX",15084,"SXM","Philipsburg, Sint Maarten",2021,6,
447.00,1597.00,"PR","Philippine Airlines Inc.",12016,"GUM","Guam, TT",13408,"MNL","Manila, Philippines",2021,5,
447.00,6427.00,"JL","Japan Air Lines Co. Ltd.",11298,"DFW","Dallas/Fort Worth, TX",13744,"NRT","Tokyo, Japan",2021,3,
448.00,1939.00,"SY","Sun Country Airlines d/b/a MN Airlines",13487,"MSP","Minneapolis, MN",16304,"ZIH","Ixtapa/Zihuatanejo, Mexico",2021,3,
448.00,1535.00,"AA","American Airlines Inc.",13303,"MIA","Miami, FL",11950,"GND","Grenada, Grenada",2021,3,
448.00,2213.00,"UA","United Air Lines Inc.",14838,"SJO","San Jose, Costa Rica",13930,"ORD","Chicago, IL",2021,4,
448.00,5026.00,"AF","Compagnie Natl Air France",10920,"CDG","Paris, France",12266,"IAH","Houston, TX",2021,5,
448.00,4800.00,"DL","Delta Air Lines Inc.",12972,"LHR","London, United Kingdom",14747,"SEA","Seattle, WA",2021,6,
448.00,6469.00,"CI","China Airlines Ltd.",15306,"TPE","Taipei, Taiwan",14771,"SFO","San Francisco, CA",2021,7,
448.00,730.00,"9E","Endeavor Air Inc.",11534,"ELH","North Eleuthera, The Bahamas",10397,"ATL","Atlanta, GA",2021,2,
448.00,1522.00,"AV","Aerovias Nacl De Colombia",11697,"FLL","Fort Lauderdale, FL",10711,"BOG","Bogota, Colombia",2021,2,
448.00,2204.00,"BW","Caribbean Airlines Limited",14210,"POS","Port of Spain, Trinidad and Tobago",12478,"JFK","New York, NY",2021,3,
449.00,1697.00,"UA","United Air Lines Inc.",11244,"CZM","Cozumel, Mexico",11292,"DEN","Denver, CO",2021,1,
449.00,1179.00,"MQ","Envoy Air",11298,"DFW","Dallas/Fort Worth, TX",12239,"HUX","Santa Cruz/Huatulco, Mexico",2021,1,
449.00,2558.00,"AV","Aerovias Nacl De Colombia",12478,"JFK","New York, NY",11052,"CLO","Cali, Colombia",2021,7,
449.00,530.00,"9E","Endeavor Air Inc.",11433,"DTW","Detroit, MI",16217,"YUL","Montreal, Canada",2021,2,
449.00,1396.00,"VB","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",11032,"CUN","Cancun, Mexico",14122,"PIT","Pittsburgh, PA",2021,6,
449.00,3697.00,"SK","Scandinavian Airlines Sys.",13952,"OSL","Oslo, Norway",11618,"EWR","Newark, NJ",2021,7,
450.00,2339.00,"AA","American Airlines Inc.",15084,"SXM","Philipsburg, Sint Maarten",11298,"DFW","Dallas/Fort Worth, TX",2021,6,
450.00,4745.00,"JJ","Transportes Aeros Meridiona",12478,"JFK","New York, NY",11988,"GRU","Sao Paulo, Brazil",2021,2,
450.00,3649.00,"UA","United Air Lines Inc.",10920,"CDG","Paris, France",11618,"EWR","Newark, NJ",2021,3,
450.00,5487.00,"JL","Japan Air Lines Co. Ltd.",12892,"LAX","Los Angeles, CA",12169,"HND","Tokyo, Japan",2021,3,
450.00,4443.00,"LX","Swiss International Airlines",16321,"ZRH","Zurich, Switzerland",13930,"ORD","Chicago, IL",2021,3,
451.00,7487.00,"AA","American Airlines Inc.",12892,"LAX","Los Angeles, CA",15092,"SYD","Sydney, Australia",2021,3,
451.00,1679.00,"UA","United Air Lines Inc.",12264,"IAD","Washington, DC",15084,"SXM","Philipsburg, Sint Maarten",2021,6,
451.00,1568.00,"VB","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",16293,"ZCL","Zacatecas, Mexico",13930,"ORD","Chicago, IL",2021,1,
451.00,1824.00,"UA","United Air Lines Inc.",10846,"BZE","Belize City, Belize",11292,"DEN","Denver, CO",2021,2,
451.00,1327.00,"WN","Southwest Airlines Co.",11032,"CUN","Cancun, Mexico",11066,"CMH","Columbus, OH",2021,4,
451.00,1303.00,"AA","American Airlines Inc.",12478,"JFK","New York, NY",14153,"PLS","Providenciales, Turks and Caicos Islands",2021,7,
451.00,1514.00,"AA","American Airlines Inc.",14100,"PHL","Philadelphia, PA",14739,"SDQ","Santo Domingo, Dominican Republic",2021,2,
451.00,6593.00,"SV","Saudi Arabian Airlines Corp",12264,"IAD","Washington, DC",12472,"JED","Jeddah, Saudi Arabia",2021,3,
452.00,2298.00,"AA","American Airlines Inc.",13930,"ORD","Chicago, IL",10411,"AUA","Aruba, Aruba",2021,3,
452.00,1479.00,"UA","United Air Lines Inc.",11244,"CZM","Cozumel, Mexico",13930,"ORD","Chicago, IL",2021,6,
452.00,1322.00,"F9","Frontier Airlines Inc.",11292,"DEN","Denver, CO",14312,"PVR","Puerto Vallarta, Mexico",2021,2,
452.00,1514.00,"AA","American Airlines Inc.",14100,"PHL","Philadelphia, PA",14739,"SDQ","Santo Domingo, Dominican Republic",2021,1,
452.00,1697.00,"UA","United Air Lines Inc.",11292,"DEN","Denver, CO",11244,"CZM","Cozumel, Mexico",2021,2,
452.00,1893.00,"AA","American Airlines Inc.",13930,"ORD","Chicago, IL",12010,"GUA","Guatemala City, Guatemala",2021,4,
452.00,1524.00,"AS","Alaska Airlines Inc.",14831,"SJC","San Jose, CA",14312,"PVR","Puerto Vallarta, Mexico",2021,4,
452.00,2213.00,"UA","United Air Lines Inc.",14838,"SJO","San Jose, Costa Rica",13930,"ORD","Chicago, IL",2021,5,
452.00,4768.00,"JL","Japan Air Lines Co. Ltd.",14747,"SEA","Seattle, WA",13744,"NRT","Tokyo, Japan",2021,5,
452.00,6428.00,"DL","Delta Air Lines Inc.",11433,"DTW","Detroit, MI",12169,"HND","Tokyo, Japan",2021,4,
453.00,2287.00,"UA","United Air Lines Inc.",14312,"PVR","Puerto Vallarta, Mexico",11618,"EWR","Newark, NJ",2021,4,
453.00,6552.00,"KE","Korean Air Lines Co. Ltd.",12277,"ICN","Seoul, South Korea",13930,"ORD","Chicago, IL",2021,2,
453.00,1279.00,"WN","Southwest Airlines Co.",14832,"SJD","San Jose del Cabo, Mexico",14893,"SMF","Sacramento, CA",2021,3,
453.00,1998.00,"AA","American Airlines Inc.",15513,"UVF","St. Lucia, Saint Lucia",14100,"PHL","Philadelphia, PA",2021,7,
453.00,6773.00,"JL","Japan Air Lines Co. Ltd.",12169,"HND","Tokyo, Japan",12478,"JFK","New York, NY",2021,3,
454.00,6882.00,"DL","Delta Air Lines Inc.",10397,"ATL","Atlanta, GA",12169,"HND","Tokyo, Japan",2021,2,
454.00,748.00,"KV","Sky Regional Airlines Inc.",16217,"YUL","Montreal, Canada",13930,"ORD","Chicago, IL",2021,2,
454.00,1279.00,"AS","Alaska Airlines Inc.",14893,"SMF","Sacramento, CA",14832,"SJD","San Jose del Cabo, Mexico",2021,5,
454.00,2721.00,"UA","United Air Lines Inc.",12892,"LAX","Los Angeles, CA",14838,"SJO","San Jose, Costa Rica",2021,1,
454.00,762.00,"B6","JetBlue Airways",12478,"JFK","New York, NY",10521,"BDA","Hamilton, Bermuda",2021,3,
454.00,558.00,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13061,"LRD","Laredo, TX",13252,"MEX","Mexico City, Mexico",2021,4,
454.00,2558.00,"AV","Aerovias Nacl De Colombia",11052,"CLO","Cali, Colombia",12478,"JFK","New York, NY",2021,6,
454.00,514.00,"OO","SkyWest Airlines Inc.",14107,"PHX","Phoenix, AZ",13095,"LTO","Loreto, Mexico",2021,3,
455.00,1996.00,"B6","JetBlue Airways",11032,"CUN","Cancun, Mexico",12889,"LAS","Las Vegas, NV",2021,3,
455.00,3635.00,"AA","American Airlines Inc.",12478,"JFK","New York, NY",10920,"CDG","Paris, France",2021,5,
455.00,3853.00,"NH","All Nippon Airways Co.",12173,"HNL","Honolulu, HI",12169,"HND","Tokyo, Japan",2021,4,
455.00,1271.00,"DL","Delta Air Lines Inc.",14681,"SAP","San Pedro Sula, Honduras",10397,"ATL","Atlanta, GA",2021,2,
455.00,2286.00,"UA","United Air Lines Inc.",12892,"LAX","Los Angeles, CA",14681,"SAP","San Pedro Sula, Honduras",2021,4,
455.00,1552.00,"AV","Aerovias Nacl De Colombia",11052,"CLO","Cali, Colombia",13303,"MIA","Miami, FL",2021,5,
455.00,1804.00,"SY","Sun Country Airlines d/b/a MN Airlines",13487,"MSP","Minneapolis, MN",14312,"PVR","Puerto Vallarta, Mexico",2021,4,
455.00,6677.00,"NH","All Nippon Airways Co.",12169,"HND","Tokyo, Japan",12266,"IAH","Houston, TX",2021,2,
456.00,1237.00,"WN","Southwest Airlines Co.",15016,"STL","St. Louis, MO",11032,"CUN","Cancun, Mexico",2021,1,
456.00,5451.00,"NH","All Nippon Airways Co.",12892,"LAX","Los Angeles, CA",13744,"NRT","Tokyo, Japan",2021,5,
456.00,5282.00,"AR","Aerolineas Argentinas",12478,"JFK","New York, NY",11625,"EZE","Ezeiza, Argentina",2021,7,
456.00,5124.00,"JL","Japan Air Lines Co. Ltd.",14771,"SFO","San Francisco, CA",13744,"NRT","Tokyo, Japan",2021,2,
456.00,524.00,"VB","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",11298,"DFW","Dallas/Fort Worth, TX",13514,"MTY","Monterrey, Mexico",2021,2,
456.00,411.00,"UA","United Air Lines Inc.",12266,"IAH","Houston, TX",13514,"MTY","Monterrey, Mexico",2021,2,
456.00,1339.00,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14679,"SAN","San Diego, CA",16477,"QRO","Queretaro, Mexico",2021,2,
456.00,1200.00,"WS","Westjet",16257,"YYC","Calgary, Canada",14262,"PSP","Palm Springs, CA",2021,4,
456.00,1272.00,"AA","American Airlines Inc.",16304,"ZIH","Ixtapa/Zihuatanejo, Mexico",14107,"PHX","Phoenix, AZ",2021,5,
456.00,1807.00,"DL","Delta Air Lines Inc.",10397,"ATL","Atlanta, GA",10312,"ANU","St. Johns, Antigua and Barbuda",2021,3,
456.00,1303.00,"B6","JetBlue Airways",14153,"PLS","Providenciales, Turks and Caicos Islands",12478,"JFK","New York, NY",2021,1,
456.00,848.00,"F9","Frontier Airlines Inc.",13303,"MIA","Miami, FL",14739,"SDQ","Santo Domingo, Dominican Republic",2021,4,
457.00,6462.00,"JL","Japan Air Lines Co. Ltd.",11298,"DFW","Dallas/Fort Worth, TX",12169,"HND","Tokyo, Japan",2021,1,
457.00,1846.00,"WS","Westjet",10185,"AEX","Alexandria, LA",16042,"YEG","Edmonton, Canada",2021,3,
457.00,2298.00,"UA","United Air Lines Inc.",13930,"ORD","Chicago, IL",10411,"AUA","Aruba, Aruba",2021,4,
457.00,5742.00,"JL","Japan Air Lines Co. Ltd.",12892,"LAX","Los Angeles, CA",12699,"KIX","Osaka, Japan",2021,2,
457.00,2390.00,"UA","United Air Lines Inc.",11618,"EWR","Newark, NJ",14832,"SJD","San Jose del Cabo, Mexico",2021,2,
457.00,2177.00,"AA","American Airlines Inc.",12892,"LAX","Los Angeles, CA",10846,"BZE","Belize City, Belize",2021,5,
457.00,3992.00,"AA","American Airlines Inc.",12972,"LHR","London, United Kingdom",11057,"CLT","Charlotte, NC",2021,2,
457.00,6964.00,"MF","Xiamen Airlines Co., Ltd.",15917,"XMN","Xiamen, China",12892,"LAX","Los Angeles, CA",2021,5,
458.00,1934.00,"AA","American Airlines Inc.",11057,"CLT","Charlotte, NC",15513,"UVF","St. Lucia, Saint Lucia",2021,3,
458.00,343.00,"WN","Southwest Airlines Co.",15304,"TPA","Tampa, FL",12073,"HAV","Havana, Cuba",2021,3,
458.00,1660.00,"B6","JetBlue Airways",10529,"BDL","Hartford, CT",11032,"CUN","Cancun, Mexico",2021,3,
458.00,8440.00,"SQ","Singapore Airlines Ltd.",14824,"SIN","Singapore, Singapore",14771,"SFO","San Francisco, CA",2021,2,
458.00,1420.00,"Y4","Concesionaria Vuela Compania De Aviacion SA de CV (Volaris)",15483,"UPN","Uruapan, Mexico",12892,"LAX","Los Angeles, CA",2021,1,
458.00,7487.00,"DL","Delta Air Lines Inc.",12892,"LAX","Los Angeles, CA",15092,"SYD","Sydney, Australia",2021,2,
458.00,1124.00,"MQ","Envoy Air",11298,"DFW","Dallas/Fort Worth, TX",10148,"ACA","Acapulco, Mexico",2021,7,
458.00,453.00,"KX","Cayman Airways Limited",11868,"GCM","Grand Cayman, Cayman Islands",13303,"MIA","Miami, FL",2021,2,
459.00,1646.00,"B6","JetBlue Airways",10721,"BOS","Boston, MA",14293,"PUJ","Punta Cana, Dominican Republic",2021,1,
